Timestamp,SourceExecutionId,ClusteringId,K,Kappa,DistanceMetric,SilhouetteIndex
Mon Nov 29 12:33:12 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,974da890-0470-4e26-acaf-70d95830dd14,7,10,net.sf.javaml.distance.CosineDistance,0.283235768157928
Sun Nov 28 17:25:00 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,28cd7f1f-ee00-41fb-b695-e132a59ec296,14,5,net.sf.javaml.distance.CosineDistance,0.282730443565071
Mon Nov 29 11:07:58 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,49fb7a4c-9cc5-4d31-8e43-74f341a25601,13,5,net.sf.javaml.distance.CosineDistance,0.28228699090602
Mon Nov 29 10:30:08 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,8463f804-8d41-48d6-a7e5-547908f34ded,5,1,net.sf.javaml.distance.CosineDistance,0.281716291656826
Mon Nov 29 12:19:29 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,625a45a9-1244-4f92-a37c-5b2c59d9f63d,11,10,net.sf.javaml.distance.CosineDistance,0.280734445248323
Mon Nov 29 12:26:03 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,25bac758-d469-4936-9e7d-612a80e1f91e,9,10,net.sf.javaml.distance.CosineDistance,0.280196634586788
Sun Nov 28 14:47:36 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,5bdd3621-1887-4743-9e83-8a967b7c72c0,12,1,net.sf.javaml.distance.CosineDistance,0.279840100946199
Sun Nov 28 17:32:47 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,9106cf07-6187-4310-872c-f1673338d31f,12,5,net.sf.javaml.distance.CosineDistance,0.278657061291828
Mon Nov 29 10:26:26 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,97458c31-0c70-42a4-ba69-1fbcf58e1d1b,6,1,net.sf.javaml.distance.CosineDistance,0.277768670955788
Mon Nov 29 11:33:43 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,f7109096-d7e8-4824-9fbd-4c8c4624d2f5,5,5,net.sf.javaml.distance.CosineDistance,0.27726382973535
Mon Nov 29 09:54:48 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,8aceabe9-eabf-4009-99cf-5717ab8c65d5,17,1,net.sf.javaml.distance.CosineDistance,0.277079169111899
Tue Nov 30 08:27:57 MST 2021,d9729ac3-e36b-490a-81cc-55bc7d84f0b1,82cb08e9-015c-473f-af96-5c6905974dda,15,5,net.sf.javaml.distance.CosineDistance,0.276692030747483
Sun Nov 28 14:19:05 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,009ab9f0-c773-4de8-9f12-42771aba3e4c,15,1,net.sf.javaml.distance.CosineDistance,0.276194280571174
Sun Nov 28 17:40:42 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,3f1515dc-5b51-421f-b1df-c13a7c74518c,10,5,net.sf.javaml.distance.CosineDistance,0.275815735213437
Mon Nov 29 11:10:42 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,11b0e125-5b6d-4d88-9755-3cbfde912422,12,5,net.sf.javaml.distance.CosineDistance,0.273711306300146
Sun Nov 28 19:23:14 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,b6c5f1ea-f04c-4e97-8f93-d0606d4f5d2f,7,10,net.sf.javaml.distance.CosineDistance,0.273419702201225
Sun Nov 28 19:13:12 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,782fc432-80d6-4844-bf97-c28a414a4871,9,10,net.sf.javaml.distance.CosineDistance,0.271632388731329
Sun Nov 28 17:49:07 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,aa3010be-6be7-4e80-867a-b23dc36caaa9,8,5,net.sf.javaml.distance.CosineDistance,0.271516337437296
Sun Nov 28 19:02:25 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,685cfca9-1a88-41b8-a728-549adaba57d3,12,10,net.sf.javaml.distance.CosineDistance,0.271151859286704
Mon Nov 29 10:34:35 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,dbbeef04-1d93-4c1e-81d3-619f78e519bd,4,1,net.sf.javaml.distance.CosineDistance,0.270862637792347
Tue Nov 30 08:27:55 MST 2021,d9729ac3-e36b-490a-81cc-55bc7d84f0b1,0ba6ce79-14d2-4a50-8ebc-38f0c31ccf1a,20,5,net.sf.javaml.distance.CosineDistance,0.270577027266685
Sun Nov 28 19:34:56 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,f899089a-3a53-4678-ac2a-2340e926f9c1,5,10,net.sf.javaml.distance.CosineDistance,0.269908593189025
Sun Nov 28 15:18:36 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,43508eb2-15cc-4d6b-a28a-9d9e3285f5c7,9,1,net.sf.javaml.distance.CosineDistance,0.269253836586853
Mon Nov 29 10:59:27 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,909a8df4-2990-4e5e-a077-11745b4a929e,16,5,net.sf.javaml.distance.CosineDistance,0.268629208466108
Sun Nov 28 14:09:47 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,8e2ce82a-f162-4244-8647-73b3cbdcc2c7,16,1,net.sf.javaml.distance.CosineDistance,0.265200120907702
Sun Nov 28 16:27:31 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,1ff6a432-dabd-4267-b180-2d66ffac59ef,3,1,net.sf.javaml.distance.CosineDistance,0.264373476777788
Tue Nov 30 08:29:02 MST 2021,d9729ac3-e36b-490a-81cc-55bc7d84f0b1,0ea5194e-fc16-4758-b3b3-301973e5a788,20,20,net.sf.javaml.distance.CosineDistance,0.264268208800425
Sun Nov 28 17:21:11 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,353f55c4-0c2a-4165-a245-c27aac7be65a,15,5,net.sf.javaml.distance.CosineDistance,0.262728392694152
Sun Nov 28 19:05:39 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,42e9c1d2-44be-4b4e-8a6f-400d9553158c,11,10,net.sf.javaml.distance.CosineDistance,0.260435225681319
Mon Nov 29 12:02:13 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,1b8fd7a6-5e6b-4f8b-9b92-cd80d57e4273,17,10,net.sf.javaml.distance.CosineDistance,0.259741924994854
Sun Nov 28 17:54:10 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,8baab902-3054-400a-9cc0-362033b4f674,7,5,net.sf.javaml.distance.CosineDistance,0.259557940740657
Sun Nov 28 14:00:26 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,07a52504-70c4-4fd0-87fa-dd107fd7d6d7,17,1,net.sf.javaml.distance.CosineDistance,0.259298606794928
Mon Nov 29 09:46:49 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,ac8ff4a6-54fa-4c4d-833e-fbe23f05e550,20,1,net.sf.javaml.distance.CosineDistance,0.259222371956919
Sun Nov 28 20:16:09 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,3456cf71-7060-46cd-9614-8033f14e7b09,16,20,net.sf.javaml.distance.CosineDistance,0.258651885932875
Mon Nov 29 10:51:17 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,3196e767-37d3-4091-873b-49ff922bdde0,19,5,net.sf.javaml.distance.CosineDistance,0.258310334538984
Sun Nov 28 15:29:02 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,04dabb8d-55f3-4c5f-b092-83d0ee5848d1,8,1,net.sf.javaml.distance.CosineDistance,0.25775238420034
Sun Nov 28 15:39:21 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,1d2a6947-6035-4236-adde-33668333b74c,7,1,net.sf.javaml.distance.CosineDistance,0.256845786513241
Sun Nov 28 15:07:39 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,6471df81-2fed-4781-a331-315724915faa,10,1,net.sf.javaml.distance.CosineDistance,0.256590570006374
Mon Nov 29 12:10:40 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,ac2007ee-1fd8-4c16-88bc-388b97323324,14,10,net.sf.javaml.distance.CosineDistance,0.256043027967052
Sun Nov 28 20:19:36 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,4fe905cd-cf03-4974-9203-1b74ac16404f,15,20,net.sf.javaml.distance.CosineDistance,0.255804402308548
Sun Nov 28 16:01:57 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,18316be3-731f-49eb-900c-5c18021855d7,5,1,net.sf.javaml.distance.CosineDistance,0.255207565363936
Sun Nov 28 17:59:05 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,2e1b4b47-8591-4682-b884-8967367200a7,6,5,net.sf.javaml.distance.CosineDistance,0.25463469249479
Mon Nov 29 12:22:32 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,d61fb03e-4533-4d53-83d1-6d22f7f9143b,10,10,net.sf.javaml.distance.CosineDistance,0.254027951305309
Sun Nov 28 17:17:20 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,5fea8cdb-3ea7-41e7-ba1f-5c3f85d7e11a,16,5,net.sf.javaml.distance.CosineDistance,0.253819685919157
Sun Nov 28 19:17:30 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,61211dbb-0b13-4589-9bac-929709332033,8,10,net.sf.javaml.distance.CosineDistance,0.253186602148008
Sun Nov 28 14:57:18 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,4ee3dabc-2623-43bc-a6b1-1f60bdf580db,11,1,net.sf.javaml.distance.CosineDistance,0.253172614992361
Sun Nov 28 13:41:52 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,0e310e35-24a5-44f9-a904-038c77ebff8f,19,1,net.sf.javaml.distance.CosineDistance,0.252229823829686
Sun Nov 28 14:28:36 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,fa86e20e-6b6d-4e8a-af45-34f8c3112d9d,14,1,net.sf.javaml.distance.CosineDistance,0.252203932316234
Sun Nov 28 18:42:31 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,9513bf96-48d7-4fd8-bdc2-2d139f6c4621,18,10,net.sf.javaml.distance.CosineDistance,0.251138520181128
Mon Nov 29 12:29:29 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,0e8f1be8-4ecf-4a4f-b8c4-a36df8da813a,8,10,net.sf.javaml.distance.CosineDistance,0.250525900076596
Sun Nov 28 17:02:52 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,38511aec-c328-4ea2-955b-41fc616f9a3c,20,5,net.sf.javaml.distance.CosineDistance,0.24846586708131
Sun Nov 28 16:41:20 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,218398e7-854e-45a0-93c4-25ed4523d82f,2,1,net.sf.javaml.distance.CosineDistance,0.248340609869292
Sun Nov 28 13:51:13 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,8a75f67c-2e60-4011-9b2f-0ffc84158281,18,1,net.sf.javaml.distance.CosineDistance,0.248079454631202
Tue Nov 30 08:28:18 MST 2021,d9729ac3-e36b-490a-81cc-55bc7d84f0b1,a44c464e-0e81-42ba-aeaa-cfc10907028c,18,10,net.sf.javaml.distance.CosineDistance,0.247991201992707
Mon Nov 29 11:14:01 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,b19bd390-7286-41c0-84d7-f02dfab076c3,11,5,net.sf.javaml.distance.CosineDistance,0.247696208443139
Sun Nov 28 17:06:12 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,08cf64ae-8704-44c4-9562-e734f1ace564,19,5,net.sf.javaml.distance.CosineDistance,0.247478861715936
Sun Nov 28 19:41:08 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,e6743e13-8ac0-4818-b12e-4145eec33b2d,4,10,net.sf.javaml.distance.CosineDistance,0.247365512040357
Mon Nov 29 12:04:54 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,0f0e0727-8dc9-47eb-8923-697033793ea8,16,10,net.sf.javaml.distance.CosineDistance,0.246626167787872
Sun Nov 28 20:03:26 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,191e7f1f-0926-49a3-b0d3-4785aa4c6935,20,20,net.sf.javaml.distance.CosineDistance,0.244107838533631
Mon Nov 29 10:54:03 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,045369be-699d-4cb3-aece-c8981c488cea,18,5,net.sf.javaml.distance.CosineDistance,0.243370579345183
Tue Nov 30 08:27:56 MST 2021,d9729ac3-e36b-490a-81cc-55bc7d84f0b1,3e2d8a2a-89ac-4665-b8de-7ccf2500e8a3,18,5,net.sf.javaml.distance.CosineDistance,0.24261456958516
Mon Nov 29 12:16:32 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,e661463c-7ee0-4446-9f4c-3b74c0abfca3,12,10,net.sf.javaml.distance.CosineDistance,0.241226313104053
Sun Nov 28 15:50:41 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,4f1e7258-b274-44f5-87af-8c2fd099addd,6,1,net.sf.javaml.distance.CosineDistance,0.240307999450134
Mon Nov 29 11:53:44 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,50787aba-60ac-4dd8-bdb9-ce3c067790ff,20,10,net.sf.javaml.distance.CosineDistance,0.237512807709695
Sun Nov 28 19:09:16 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,7c2e46aa-4964-4284-9de2-43f9d589ce1b,10,10,net.sf.javaml.distance.CosineDistance,0.235912650836385
Sun Nov 28 13:32:29 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,3f2a7b58-34a3-446d-b24d-1d9f161c6697,20,1,net.sf.javaml.distance.CosineDistance,0.23470220258543
Sun Nov 28 20:06:33 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,bd9c43f3-a8ee-4121-b255-288080a9bc68,19,20,net.sf.javaml.distance.CosineDistance,0.23222421099004
Sun Nov 28 20:12:51 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,3746abbd-fef4-4793-95d0-84582716923e,17,20,net.sf.javaml.distance.CosineDistance,0.231782772065777
Sun Nov 28 18:36:38 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,56b3c7e5-aa5f-4327-8d4e-d93ef9cb48dd,20,10,net.sf.javaml.distance.CosineDistance,0.231753247514727
Sun Nov 28 18:58:32 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,fa5efd2b-d901-450d-885b-c41e75fb809d,13,10,net.sf.javaml.distance.CosineDistance,0.231157314405893
Mon Nov 29 11:56:28 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,ae39d94c-0d45-4acf-aa7c-4c8d74e0c798,19,10,net.sf.javaml.distance.CosineDistance,0.228489627252598
Mon Nov 29 11:59:11 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,e5889c94-dd99-4c77-83d4-b1bfd51d7336,18,10,net.sf.javaml.distance.CosineDistance,0.226943225980013
Sun Nov 28 17:09:32 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,22a0b9cb-11a9-4d81-9a47-80cd52618be8,18,5,net.sf.javaml.distance.CosineDistance,0.224781500668432
Sun Nov 28 18:39:37 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,0fe49fb0-9bff-4213-933a-b234c2d349c7,19,10,net.sf.javaml.distance.CosineDistance,0.224511948294118
Mon Nov 29 12:07:41 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,096acfae-acc5-414c-ba0b-5779e389e87f,15,10,net.sf.javaml.distance.CosineDistance,0.222780101631887
Mon Nov 29 10:48:34 MST 2021,1d2923ae-5ae2-40cc-88ef-a5d3d5c0ae31,7194b4ad-2e70-4322-aef6-7ffa983612e1,20,5,net.sf.javaml.distance.CosineDistance,0.219152958754174
Sun Nov 28 16:14:24 MST 2021,cfab4fce-9648-4747-92a3-c61e77eaad35,f7ec850a-7594-4edc-b234-6841e58a57c5,4,1,net.sf.javaml.distance.CosineDistance,0.214873522806891
